userName,score,at,content,ai_complaint_category
ravindra saini,2,2025-12-06 23:02:32,"​""In the Zerodha Kite app, the buy sell page calculator only computes the market price. It fails to calculate when a manual price is entered."" ​",CHARTING_UI_GLITCH
Pradeep Batule,2,2025-12-06 07:47:29,"Sometimes can't open 1 day, 1 week and 1 month chart. I have to close it and again start it to see these time frames. So please fix it",CHARTING_UI_GLITCH
Amit Kumar,2,2025-12-06 00:30:05,A kill switch is needed to prevent over trading by retail traders. just like in kotak neo trading app. or you can do one better by giving option to automatically activate kill switch after a set number of trades.,GENERAL_INQUIRY
Sourav,2,2025-12-05 15:22:59,After the recent update... kite app is no longer like before.. not smooth as like before ... the charts are little laggy... also the server was stuck just after when I did update .. please kindly check this..,SYSTEM_STABILITY
Varun Singh,2,2025-12-04 21:54:01,"post the updates made, the app is behaving very erratically. Please fix it",GENERAL_INQUIRY
RIKEN VOHERA,2,2025-12-04 12:32:27,"- Recent Updates are not so good. - Most of the places it has unnecessarily increased the clicks. - Like once you place an order, the window does not close automatically, you explicitly have to click the 'Close' button. - When you set an alert, the bottom button to add an alert is hidden behind mobile phone navigation buttons . - When you sort/filter your holdings, you explicitly have to click back arrow. I am a limited user, yet I can notice little compromised user experience.😀",CHARTING_UI_GLITCH
Alen Sebastian,2,2025-12-03 14:20:10,why is it so difficult to show all transactions of each stocks.,CHARTING_UI_GLITCH
Dinesh Dethe,2,2025-12-03 10:40:24,there is a bug in the new update. I'm not able to change the candle from 1D to 1W. as 1w and 1m option is not showing,CHARTING_UI_GLITCH
Akaal Gamer,2,2025-12-02 09:43:55,error saving chart preference plz solve this issue asap,CHARTING_UI_GLITCH
R J,2,2025-12-01 23:28:34,Dont add any new features in chart screen . Previously only 70% of the screen was available for viewing chart but now after update only 55% of the screen is available. So please make chart window clear and big so that we can add more indicators and take decision easily. Keep only chart tools and move all other tools to small popup button.,CHARTING_UI_GLITCH
Renuka Borgaonkar,2,2025-12-01 10:51:40,"too many issues and automated blockages, kind of frustrating experience till I get to actually use the app to buy and sell stocks.",GENERAL_INQUIRY
Simran Bhamra,2,2025-11-26 16:23:37,Kite app does not have an option like Grow app in which we can see who is a gainer and who is a loser.,GENERAL_INQUIRY
Naresh Palempati,2,2025-11-26 16:00:54,Very bad withdrawal experience.. If you are not offering instant withdrawal options better remove instant payment acceptance as well.. Why do you take time to deposit our money back? Ohh you wish during this delay we should invest back and help you to grow? sorry I didn't get that,LEDGER_DISPUTE
Rupesh Joshi,2,2025-11-19 13:38:51,Most time of place order not executed immediately.Information not update time to time,EXECUTION_SLIPPAGE
Ravi Deshmukh,2,2025-11-18 17:35:45,"I used this app last 3 years but now is worst experience, very slow load.",GENERAL_INQUIRY
Avinash Panigrahi,2,2025-11-14 13:45:37,"new ipos after listing, kite is not showing for 1-2 days while other apps like groww and axis trader are showing on the same day, how do you fix this",EXECUTION_SLIPPAGE
sushovan chatterjee,2,2025-11-13 12:01:42,"some problem on stoploss system,you must fix that problem,angel one is doing far better than you and most importantly angel one don't have any AMC.So fix your problems and justify our money",EXECUTION_SLIPPAGE
Danish Ansari,2,2025-11-11 15:50:29,The biggest problem is that there is no 4H candle in the chart. soo please I request you show 4h candle,CHARTING_UI_GLITCH
Ravi Pandey,2,2025-11-10 15:22:13,"5 , 15m के चार्ट पर 4,5 बार बदल बदल कर देखने पर error होने लगता है , स्पीड को सही करे",CHARTING_UI_GLITCH
Prasenjit Bisai,2,2025-11-10 06:38:05,"Hi, please add the ""Analyzing"" option in the kite mobile app order basket after adding multiple strike legs.So we can see P&L table, graph, break even point and IV details.It will be very helpful to analyze as an option trader.",GENERAL_INQUIRY
Chandrakant Salve,2,2025-11-04 19:05:39,ema indicator delay noticed after update. please make it near to real time as it was before,CHARTING_UI_GLITCH
Abhas Singh,2,2025-11-03 22:13:04,"The app user interface is soo not friendly , even to view the charts, or search for stocks .... ,could study the Robinhood app and improve the UI",CHARTING_UI_GLITCH
Raj Kumar Hansda,2,2025-10-30 07:47:22,Always lagging not able to upload chart properly.Do somthing for smooth working.,CHARTING_UI_GLITCH
Shivukumar Divatagi (Kumar),2,2025-10-29 09:18:45,error while saving chart preferences. I was trying to auto save chart preferences but it can't save. show error,CHARTING_UI_GLITCH
Manik k,2,2025-10-27 09:47:38,facing portfolio updation error. bonds were not properly updated with price. even stock prices were not properly updated in portfolio. it is asking me to update it in console. really unhappy with this.,CHARTING_UI_GLITCH
Arun Vishwakarma,2,2025-10-19 23:05:53,So much irritating in chart loading and switching between time frame if you mark support resistance trend line or anything else in chart they were disappear after some days.,CHARTING_UI_GLITCH
konaparthi babu,2,2025-10-17 12:04:16,from the last one month it's so laggy and so many glitches,GENERAL_INQUIRY
vijay thakor,2,2025-10-16 23:23:43,worst. customer support ever during Market hour if we have some issues they never reply immediately in call. 30. to 40 min waiting think we have some major outstanding position and app not working properly and they do not pick up the phone or any other communication so. what can we. do worst experience 😔😔,EXECUTION_SLIPPAGE
DINESH PATIL,2,2025-10-16 23:23:03,"chart has lot of problem, after marking my level on index chart when i came across option chart and getting back to index chart all my mark levels gone. chart got refresh. very bad experience to mark levels again and again. pls add some features for chart in mobile use. pls add features like multiple chart shown on single screen on mobile too.",CHARTING_UI_GLITCH
PRASENJIT CHATTERJEE,2,2025-10-16 10:15:24,"Today I have a very bad experience with your customer care executive . She took nearly 25 minutes, put me on hold four times still not able give a proper feedback or clarification of my problem on monthly SIP deduction.",GENERAL_INQUIRY
selva RS,2,2025-10-16 10:04:18,from yesterday fundamental and news not proper updated..have some issues,CHARTING_UI_GLITCH
SACHIN DESHMUKH,2,2025-10-14 08:34:33,"zerodha valo are bhai charges per charges lga lga ke kitna kamaoge, are koi intimation nhi bus paise kat lo",GENERAL_INQUIRY
Rohit shirgire,2,2025-10-11 09:48:17,"टेक्नोलॉजी के मामले में पीछे है बिल्कुल। मोबाइल वर्जन में चार्ट पे buying selling होनी चाहिए , छोटे से छोटा ब्रोकर चार्ट पर ये सुविधा देता है। और ब्रोकरेज कम करो , पॉडकास्ट तो बड़े बड़े पर रिटेलर के लिए कोई सुविधा नहीं। ब्रोकरेज 10 ru होनी चाहिए।",CHARTING_UI_GLITCH
Ray Kon,2,2025-10-10 09:16:57,Day to day app becoming worst whatever analysis we do and keep support and resistance line are getting vanished next day again we have add everything,CHARTING_UI_GLITCH
Aditya Kalwani,2,2025-10-07 16:59:18,"i found too much problem in placing SL and target I think this should be as easier as groww In zerodha when you buy,u can't put stop loss and Target during buying the stock but in groww you can do both so I think zerodha should make this process easier as groww and rest of the features are good and well",EXECUTION_SLIPPAGE
Uma Ghosh,2,2025-10-06 12:43:27,"EMAs are not showing for full length, i.e 200 ema is showing only upto may 15 to Oct 6 only. not the full period. but, it was not happening before, i can see 200 Ema upto 2007 or even before if historical data was available.",CHARTING_UI_GLITCH
Lakshay,2,2025-10-04 12:17:02,Its a humble req. agr apne apne business ko bachana hai please eska user interface simple krdo like groww!,GENERAL_INQUIRY
vishal patel,2,2025-10-03 19:58:27,Chart problem it load too much while opening sametimes,CHARTING_UI_GLITCH
junaid lone,2,2025-10-03 14:52:20,"as always only one issues when I open few charts zerodha hangs, charts hardly load, which makes me miss alot of trades",CHARTING_UI_GLITCH
Srinivas Nahak,3,2026-06-15 13:54:10,Good app for long term investment but for intraday trading adding stoploss and target is a huge hassle.,EXECUTION_SLIPPAGE
shahbaz ahmad,3,2026-06-14 12:07:54,"Bring zerodha brokerage calculator android app hurry that helps us to calculate the profit and loss from Intraday, Delivery and F&O. Currently you have a browser based calculator which is not very user friendly so bring the same calculator in the android app so we can install and track easily.",GENERAL_INQUIRY
Rupesh Dalai,3,2026-06-11 10:21:11,"Pls add dragable, on chart - take profit and stoploss. it's indisposable",CHARTING_UI_GLITCH
babasaheb adhane,3,2026-06-09 11:58:26,Respect charges applied in addition to interest for mtf,KYC_ONBOARDING_EFFICIENCY
Soham Rashmi,3,2026-06-08 14:15:47,I am facing issues with watching graphics of shares in this aap nowadays...,CHARTING_UI_GLITCH
Deepesh Rathod,3,2026-06-05 11:34:57,charts are not representing true values for eg : precision wire charts shows 109 price and actually it is of 426 huge major difference,CHARTING_UI_GLITCH
Ajay y,3,2026-06-05 08:59:54,"using it since last 5 years, but since a week, charts are not opening. please resolve at earliest.",CHARTING_UI_GLITCH
Shiva Saigal,3,2026-06-02 08:14:54,"There is some issue with placement of orders post 4pm. It started coming up after you removed the AMO screen. One cannot place orders for the next day at 4, although AMO starts at 3:45.",EXECUTION_SLIPPAGE
Ashok Shelke,3,2026-06-01 13:06:12,App is good for investing 🚨🔴but problem in loding options values lagging option trading is slow,CHARTING_UI_GLITCH
veeras D,3,2026-05-30 11:16:41,"There is too much lag in order execution. Even when the stock reaches the target price, buy/sell orders are not getting executed on time. At market end, it sometimes feels like the system behaves unpredictably, almost like gambling with execution. Auto-trigger orders frequently move in the opposite direction of the intended trade and often pick the wrong side, resulting in missed opportunities or unfavorable execution.",EXECUTION_SLIPPAGE
gaurav singh,3,2026-05-27 10:51:56,"UI should be improved and contains informations, which is missing completely.",GENERAL_INQUIRY
Shravan Binani,3,2026-05-23 10:02:06,"The team is lethargic and non responsive. Other brokers like dhan have much better offerings than 0dha. Basic features like bar change and percentage change takes months to implement in application. It started well but now they are so lost that they are finding it difficult to implement small changes to their system, acting like PSUs",GENERAL_INQUIRY
Mohammad Ashhar Mushtaq,3,2026-05-21 19:53:13,"It’d be way better if there was a portfolio chart that shows the daily profit and loss so we can easily track performance over time. At the moment, we’re only getting one-day updates. Ideally, the chart would have one line for the investments made and another line for the current value.",GENERAL_INQUIRY
Manish K,3,2026-05-20 01:11:36,"Good light app. Kindly add ""trigger"" sorting option in GTT as available on the web. Kindly note not mentioning ""triggered"". By sorting list using trigger option helps in understanding which script in GTT list is more likely to get executed. Thanks. I will revise to 5 stars once the option is incorporated. Thanks",GENERAL_INQUIRY
Jitendra Singh,3,2026-05-19 06:59:30,Har important event par aap crash ho jata h open nahi hota h,SYSTEM_STABILITY
sirish mellacheruvu,3,2026-05-16 15:06:06,Someone just help me with this horrible auth process. I need to login into my app for which I need a mobile code which interestingly is available on the same login in another device??? Its super crazy. Why do we even need Mobile app code? Why not biometrics?,LOGIN_AND_2FA_ISSUE
Barani Tharan,3,2026-05-15 00:21:52,it's good app in market running time after market closed this app is under maintenance every day maintenance?,SYSTEM_STABILITY
Harsh Kumar Moroliya,3,2026-05-13 13:40:45,would like to give you a suggestion - a minor but life changing suggestion - let me know the email id where I can post the suggestion - better include a customer feedback form within the app itself?,GENERAL_INQUIRY
sachin bari,3,2026-05-13 11:38:12,Repeated 'Error Saving Chart Preferences' Issue in Kite Mobile App,CHARTING_UI_GLITCH
ANUJ RAI,3,2026-05-12 10:12:18,Not user friendly as like groww. In intraday groww SL option is there but in zerodha it's critical to apply SL. please do the user friendly as like groww.,EXECUTION_SLIPPAGE
Gamer Boy,3,2026-05-10 14:24:46,"Why there is no direct TP & SL Option to place by drag and drop, while scalping we need to right click and then sl or target get to apply even it requires more capital to open that tp order, why to block my other capital just to set a target order? even if I have shares to sell??? and i highly recommend to add a partial exit option for quick execution in intraday and scalping for ease of execution, even after exiting the position the tp and sl order doesn't cancel which leads to loss eventually",CHARTING_UI_GLITCH
বিলাস ঘোষ,3,2026-05-08 16:17:54,Options brokerage is high...somtiems OI in options section is not updated as Bse or Nse...They will call technical glitch...but traders paid the price for it...Kindly look into the matter carefully...,SYSTEM_STABILITY
RAM NARAYAN GUPTA,3,2026-05-08 02:15:42,"Hello Zerodha Team, I would like to suggest a few investor protection features for demat accounts. Please provide an option to add one trusted/emergency contact in demat accounts. If an account remains inactive for a very long time and KYC reminders are not completed, a limited alert may be sent to the trusted contact. The alert should not disclose portfolio details. It should only inform that: the account requires update/KYC, investments are safe, and nominee/support process is available.",GENERAL_INQUIRY
Rohit Ghansham,3,2026-05-08 01:11:20,Holdings need tags/notes feature. Please add fundamentals and more filters/tags natively to the app. Longer watchlist names.,GENERAL_INQUIRY
Sudharshan Bhat,3,2026-05-06 18:45:56,"Does not have basic market summary info for analysis. this app is good only for buying and selling as charges are very low or nil.. BUT not for analysis, e.x. there is NO market summary dashboard containing top gainers/loosers, fii/dii percentages, advances/declines, active by value, 52 week movement, sector indices etc.",GENERAL_INQUIRY
Indian Citizen,3,2026-05-06 13:32:26,"Often I see connection time out message. I used to see litte less in my samsung phone and more in vivo phone and this issue is increasing day by day. Since it happened in different models, I don't think it's my phone issue. Other apps work fine in my phone.",SYSTEM_STABILITY
Dipak Desai,3,2026-05-04 09:23:04,i want to disable the grouping in watchlist. it's very irritating and annoying.. please provide option to disable that .,GENERAL_INQUIRY
parihar sa,3,2026-05-04 02:07:16,"lag problem hang problem when positions is running so irritating old system i want swift to other broker i use aprox 6 yr plese improve servise give news section make app new type tpin ,app code problem solve",SYSTEM_STABILITY
kezha seyie,3,2026-05-01 14:28:57,"zerodha should upgrade it's app like other broker apps. where when either the stop loss and or the take profit is hit, the other is automatically cancelled. I had to incur loss several times cos zerodha does not have this.",EXECUTION_SLIPPAGE
nalamotula ashok,3,2026-04-28 12:12:25,zerodha is not clearly showing wy the redemption payment are failing,LEDGER_DISPUTE
GS Gokul,3,2026-04-26 10:59:44,"I'm a user of your app, but I find it quite confusing compared to apps like Groww. It would be really helpful if you could simplify the interface and bring features like mutual funds, etc., into one application instead of having separate apps. Also, please add logos for each stock or share. Without logos, it's hard to identify them. Please consider making these changes for a better user experience, it would be very helpful for us.""",GENERAL_INQUIRY
Irfan Momin,3,2026-04-21 15:34:06,"after an update, getting time interval error on open chart, pls fix it.",CHARTING_UI_GLITCH
Arun,3,2026-04-19 09:36:57,"Need improvement in font colour, style to make it more easy visible ..",GENERAL_INQUIRY
Gurmit Singh lotey,3,2026-04-17 09:13:51,when ever I am searching indicator moving average exponential not showing in indicator list please fix that bug,CHARTING_UI_GLITCH
Arpan Patel,3,2026-04-16 18:16:16,good app but when i backtest in older data some time some day are missing from charts after reopen the app that day data will appear in charts you need to fix that i need to reopen app you need to fix like that when refreshing the charts that data will appear i hope you will fix that soon,CHARTING_UI_GLITCH
Shyam Sunder Goel,3,2026-04-15 11:27:56,"ऐप में कई चीजें की सुविधा नहीं है, इसमें सुधार की आवश्यकता है",GENERAL_INQUIRY
Rudra Prasad Swain,3,2026-04-14 12:27:01,"As on 13 Apr, 2026 every intraday, nifty call, or, Put,,,, One has to pay around 70 rupees for each trade, either buy or sell For one complete trade( Buy+sell) one has to pay Rs 140 ... this too much,",LEDGER_DISPUTE
Praman Srivastava,3,2026-04-13 13:15:05,"This app misses out some important tabs like ""Top gainers, top loosers, most invested etc. How ever they provide customer support on call.",GENERAL_INQUIRY
Abhinay Pratap Sharma,3,2026-04-13 07:34:56,"My experience with Zerodha Kite has been mixed. The app interface is clean, smooth, and very easy to use, which makes trading convenient even for beginners. However, the charges feel a bit high, including annual fees and other hidden costs that are not always clear. It would be better if pricing was more transparent. Overall, good usability but costs could be lower.",GENERAL_INQUIRY
sapan mehar,3,2026-04-11 23:08:57,"Give 52 week range data, market cap, and ASM GSM stage data below Day range data or below Bid and Ask Data. I just want to see that data on single simple tap.. not under fundametals folio section.",GENERAL_INQUIRY
Vinod Darji,3,2026-04-11 22:13:57,detailed review analysis of script/ mutual fund system needs improvement.,GENERAL_INQUIRY
Aniruddha Pratap singh,3,2026-04-11 11:14:42,"I am facing some Chart issue on my mobile device,your chart toolbar doesn't slide properly most of the time it's stuck. And also issue with Fib Retracement setting section, this section is also not slide down",CHARTING_UI_GLITCH
varun mongia,3,2026-04-11 08:20:20,The F&O positions has lot of scope for improvement. If we buy/sell carry forward positions then app should immediately reflect booked profit or loss and current open position should get adjusted accordingly. We have to wait till next day for P&L statement. The INDI money app does that instantly and for hedged positions you can analyse the profit/loss range for index without going to third party app.,GENERAL_INQUIRY
Ramanand Singh,3,2026-04-10 21:33:46,"Dear zerodha, When will be enable scapler mode in zerodha mobile apps . Like growww dhan enable scalper mode in mobile application",GENERAL_INQUIRY
Manish Kumar .,3,2026-04-10 10:14:17,App not good for trader or scalper you can not easily buy or sell options it take time consuming to close nifty chart goes to option select option then buy and till that chart may goes your opposite and you lose your opportunity.,EXECUTION_SLIPPAGE
Melwyn Aranha,3,2026-04-10 09:55:53,"if i want to talk to customer service person, you have IVR system, very long process, while others have adviser immediately to talk and advise. when we have network issue, we call and the adviser execute my order anything else. but in zerodha by the time my call reaches the concern person, damage is done",GENERAL_INQUIRY
Deepak Kumar,3,2026-04-08 07:54:39,"Dear Mr Nitin Kamath , pls add scalper mode , and dual chart view all other brokers are having advanced features otherwise we r forced to switch to other broker.",GENERAL_INQUIRY
pradeep chaudhari,3,2026-04-05 10:42:24,"There is scope of improvment, can we have trade on chart, and shortcut of chart infront of stack name in watchlist.",GENERAL_INQUIRY
Ojas Bakshi,3,2026-04-02 11:15:00,please make an option where I can group my current holding and make them a basket so that I can see Profits if particular group of stocks anytime easily.,GENERAL_INQUIRY
Omkar,3,2026-04-02 08:23:17,"app with zero update in trading experience. only increasing trading fees. now a day every app switching dual view or split view option this app only giving one screen on mobile application. how can we trade by just only one screen in option. for option trading spot chart and option chart need to be seen together for better trade execution,but this app is not providing such experience for traders .i don't know why they are doing it. available this feature as soon as possible.",SYSTEM_STABILITY
